"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"FRA","EDUTRY","25_34","PC_AGE","A","2005",39.776222,
"FRA","EDUTRY","25_34","PC_AGE","A","2006",41.416058,
"FRA","EDUTRY","25_34","PC_AGE","A","2007",41.444328,
"FRA","EDUTRY","25_34","PC_AGE","A","2008",40.825264,
"FRA","EDUTRY","25_34","PC_AGE","A","2009",43.149895,
"FRA","EDUTRY","25_34","PC_AGE","A","2010",42.87175,
"FRA","EDUTRY","25_34","PC_AGE","A","2011",42.988277,
"FRA","EDUTRY","25_34","PC_AGE","A","2012",42.909988,
"FRA","EDUTRY","25_34","PC_AGE","A","2013",44.055721,
"FRA","EDUTRY","25_34","PC_AGE","A","2014",44.726288,
"FRA","EDUTRY","25_34","PC_AGE","A","2015",44.687599,
"FRA","EDUTRY","25_34","PC_AGE","A","2016",44.036968,
"FRA","EDUTRY","25_34","PC_AGE","A","2017",44.34428,
"FRA","EDUTRY","25_34","PC_AGE","A","2018",46.937691,
"FRA","EDUTRY","25_34","PC_AGE","A","2019",48.052528,
"FRA","EDUTRY","25_34","PC_AGE","A","2020",49.449242,
"FRA","EDUTRY","25_34","PC_AGE","A","2021",50.256466,
"FRA","EDUTRY","25_34","PC_AGE","A","2022",50.389492,
"DEU","EDUTRY","25_34","PC_AGE","A","1989",18.36923,
"DEU","EDUTRY","25_34","PC_AGE","A","1991",21.162483,
"DEU","EDUTRY","25_34","PC_AGE","A","1992",20.452166,
"DEU","EDUTRY","25_34","PC_AGE","A","1994",20.338358,
"DEU","EDUTRY","25_34","PC_AGE","A","1995",21.274153,
"DEU","EDUTRY","25_34","PC_AGE","A","1997",21.040304,
"DEU","EDUTRY","25_34","PC_AGE","A","1998",21.545525,
"DEU","EDUTRY","25_34","PC_AGE","A","1999",21.528263,
"DEU","EDUTRY","25_34","PC_AGE","A","2000",22.250971,
"DEU","EDUTRY","25_34","PC_AGE","A","2001",21.779524,
"DEU","EDUTRY","25_34","PC_AGE","A","2002",21.739561,
"DEU","EDUTRY","25_34","PC_AGE","A","2003",21.799734,
"DEU","EDUTRY","25_34","PC_AGE","A","2004",22.942751,
"DEU","EDUTRY","25_34","PC_AGE","A","2005",22.494616,
"DEU","EDUTRY","25_34","PC_AGE","A","2006",21.983997,
"DEU","EDUTRY","25_34","PC_AGE","A","2007",22.62182,
"DEU","EDUTRY","25_34","PC_AGE","A","2008",23.916872,
"DEU","EDUTRY","25_34","PC_AGE","A","2009",25.655298,
"DEU","EDUTRY","25_34","PC_AGE","A","2010",26.133959,
"DEU","EDUTRY","25_34","PC_AGE","A","2011",27.67141,
"DEU","EDUTRY","25_34","PC_AGE","A","2012",28.956329,
"DEU","EDUTRY","25_34","PC_AGE","A","2013",29.995255,
"DEU","EDUTRY","25_34","PC_AGE","A","2014",28.422802,
"DEU","EDUTRY","25_34","PC_AGE","A","2015",29.588667,
"DEU","EDUTRY","25_34","PC_AGE","A","2016",30.527618,
"DEU","EDUTRY","25_34","PC_AGE","A","2017",31.308737,
"DEU","EDUTRY","25_34","PC_AGE","A","2018",32.281734,
"DEU","EDUTRY","25_34","PC_AGE","A","2019",33.260235,
"DEU","EDUTRY","25_34","PC_AGE","A","2020",34.876732,
"DEU","EDUTRY","25_34","PC_AGE","A","2021",35.882999,
"DEU","EDUTRY","25_34","PC_AGE","A","2022",37.280796,
"ITA","EDUTRY","25_34","PC_AGE","A","1989",6.7387791,
"ITA","EDUTRY","25_34","PC_AGE","A","1991",6.5751195,
"ITA","EDUTRY","25_34","PC_AGE","A","1992",6.7680349,
"ITA","EDUTRY","25_34","PC_AGE","A","1994",7.898859,
"ITA","EDUTRY","25_34","PC_AGE","A","1995",8.2170544,
"ITA","EDUTRY","25_34","PC_AGE","A","1998",8.9524889,
"ITA","EDUTRY","25_34","PC_AGE","A","1999",9.9974318,
"ITA","EDUTRY","25_34","PC_AGE","A","2000",10.429003,
"ITA","EDUTRY","25_34","PC_AGE","A","2001",11.754972,
"ITA","EDUTRY","25_34","PC_AGE","A","2002",12.461238,
"ITA","EDUTRY","25_34","PC_AGE","A","2003",12.695857,
"ITA","EDUTRY","25_34","PC_AGE","A","2004",14.792785,
"ITA","EDUTRY","25_34","PC_AGE","A","2005",16.105026,
"ITA","EDUTRY","25_34","PC_AGE","A","2006",17.283623,
"ITA","EDUTRY","25_34","PC_AGE","A","2007",18.863468,
"ITA","EDUTRY","25_34","PC_AGE","A","2008",19.90484,
"ITA","EDUTRY","25_34","PC_AGE","A","2009",20.160688,
"ITA","EDUTRY","25_34","PC_AGE","A","2010",20.719744,
"ITA","EDUTRY","25_34","PC_AGE","A","2011",20.983423,
"ITA","EDUTRY","25_34","PC_AGE","A","2012",22.250719,
"ITA","EDUTRY","25_34","PC_AGE","A","2013",22.744907,
"ITA","EDUTRY","25_34","PC_AGE","A","2014",24.158854,
"ITA","EDUTRY","25_34","PC_AGE","A","2015",25.149963,
"ITA","EDUTRY","25_34","PC_AGE","A","2016",25.584146,
"ITA","EDUTRY","25_34","PC_AGE","A","2017",26.816479,
"ITA","EDUTRY","25_34","PC_AGE","A","2018",27.863623,
"ITA","EDUTRY","25_34","PC_AGE","A","2019",27.931559,
"ITA","EDUTRY","25_34","PC_AGE","A","2020",28.628069,
"ITA","EDUTRY","25_34","PC_AGE","A","2021",28.267422,
"ITA","EDUTRY","25_34","PC_AGE","A","2022",29.203739,
"JPN","EDUTRY","25_34","PC_AGE","A","1997",45.744064,
"JPN","EDUTRY","25_34","PC_AGE","A","1998",46.062992,
"JPN","EDUTRY","25_34","PC_AGE","A","1999",45.76923,
"JPN","EDUTRY","25_34","PC_AGE","A","2000",47.844826,
"JPN","EDUTRY","25_34","PC_AGE","A","2001",48.525471,
"JPN","EDUTRY","25_34","PC_AGE","A","2002",50.993023,
"JPN","EDUTRY","25_34","PC_AGE","A","2003",51.645981,
"JPN","EDUTRY","25_34","PC_AGE","A","2004",52.640175,
"JPN","EDUTRY","25_34","PC_AGE","A","2005",53.185596,
"JPN","EDUTRY","25_34","PC_AGE","A","2006",54.074074,
"JPN","EDUTRY","25_34","PC_AGE","A","2007",53.696037,
"JPN","EDUTRY","25_34","PC_AGE","A","2008",55.060974,
"JPN","EDUTRY","25_34","PC_AGE","A","2009",55.667507,
"JPN","EDUTRY","25_34","PC_AGE","A","2010",56.70573,
"JPN","EDUTRY","25_34","PC_AGE","A","2011",58.721333,
"JPN","EDUTRY","25_34","PC_AGE","A","2012",58.554874,
"JPN","EDUTRY","25_34","PC_AGE","A","2013",58.368496,
"JPN","EDUTRY","25_34","PC_AGE","A","2014",58.585857,
"JPN","EDUTRY","25_34","PC_AGE","A","2015",59.646538,
"JPN","EDUTRY","25_34","PC_AGE","A","2016",60.120392,
"JPN","EDUTRY","25_34","PC_AGE","A","2017",60.426178,
"JPN","EDUTRY","25_34","PC_AGE","A","2018",60.730949,
"JPN","EDUTRY","25_34","PC_AGE","A","2019",61.514194,
"JPN","EDUTRY","25_34","PC_AGE","A","2020",63.54916,
"JPN","EDUTRY","25_34","PC_AGE","A","2021",64.814812,
"JPN","EDUTRY","25_34","PC_AGE","A","2022",65.682365,
"KOR","EDUTRY","25_34","PC_AGE","A","1995",28.806385,
"KOR","EDUTRY","25_34","PC_AGE","A","1997",30.871248,
"KOR","EDUTRY","25_34","PC_AGE","A","1998",33.83152,
"KOR","EDUTRY","25_34","PC_AGE","A","1999",34.837105,
"KOR","EDUTRY","25_34","PC_AGE","A","2000",36.81242,
"KOR","EDUTRY","25_34","PC_AGE","A","2001",38.955528,
"KOR","EDUTRY","25_34","PC_AGE","A","2002",41.017273,
"KOR","EDUTRY","25_34","PC_AGE","A","2003",46.514172,
"KOR","EDUTRY","25_34","PC_AGE","A","2004",49.056168,
"KOR","EDUTRY","25_34","PC_AGE","A","2005",50.858059,
"KOR","EDUTRY","25_34","PC_AGE","A","2006",52.953865,
"KOR","EDUTRY","25_34","PC_AGE","A","2007",55.490356,
"KOR","EDUTRY","25_34","PC_AGE","A","2008",57.842369,
"KOR","EDUTRY","25_34","PC_AGE","A","2009",60.575958,
"KOR","EDUTRY","25_34","PC_AGE","A","2010",61.449047,
"KOR","EDUTRY","25_34","PC_AGE","A","2011",63.734528,
"KOR","EDUTRY","25_34","PC_AGE","A","2012",65.603264,
"KOR","EDUTRY","25_34","PC_AGE","A","2013",67.088554,
"KOR","EDUTRY","25_34","PC_AGE","A","2014",67.665947,
"KOR","EDUTRY","25_34","PC_AGE","A","2015",68.861946,
"KOR","EDUTRY","25_34","PC_AGE","A","2016",69.851555,
"KOR","EDUTRY","25_34","PC_AGE","A","2017",69.752068,
"KOR","EDUTRY","25_34","PC_AGE","A","2018",69.574219,
"KOR","EDUTRY","25_34","PC_AGE","A","2019",69.802818,
"KOR","EDUTRY","25_34","PC_AGE","A","2020",69.812752,
"KOR","EDUTRY","25_34","PC_AGE","A","2021",69.288513,
"KOR","EDUTRY","25_34","PC_AGE","A","2022",69.580132,
"MEX","EDUTRY","25_34","PC_AGE","A","1997",16.726521,
"MEX","EDUTRY","25_34","PC_AGE","A","1998",16.657288,
"MEX","EDUTRY","25_34","PC_AGE","A","1999",16.283022,
"MEX","EDUTRY","25_34","PC_AGE","A","2000",17.454798,
"MEX","EDUTRY","25_34","PC_AGE","A","2001",18.090631,
"MEX","EDUTRY","25_34","PC_AGE","A","2002",18.558001,
"MEX","EDUTRY","25_34","PC_AGE","A","2003",18.899502,
"MEX","EDUTRY","25_34","PC_AGE","A","2004",19.467903,
"MEX","EDUTRY","25_34","PC_AGE","A","2005",14.924469,
"MEX","EDUTRY","25_34","PC_AGE","A","2006",15.65289,
"MEX","EDUTRY","25_34","PC_AGE","A","2007",16.287527,
"MEX","EDUTRY","25_34","PC_AGE","A","2008",16.384148,
"MEX","EDUTRY","25_34","PC_AGE","A","2009",17.244875,
"MEX","EDUTRY","25_34","PC_AGE","A","2010",17.700443,
"MEX","EDUTRY","25_34","PC_AGE","A","2011",18.792442,
"MEX","EDUTRY","25_34","PC_AGE","A","2012",20.029097,
"MEX","EDUTRY","25_34","PC_AGE","A","2013",20.856949,
"MEX","EDUTRY","25_34","PC_AGE","A","2014",20.312202,
"MEX","EDUTRY","25_34","PC_AGE","A","2015",20.806568,
"MEX","EDUTRY","25_34","PC_AGE","A","2016",21.791378,
"MEX","EDUTRY","25_34","PC_AGE","A","2017",22.555721,
"MEX","EDUTRY","25_34","PC_AGE","A","2018",23.359127,
"MEX","EDUTRY","25_34","PC_AGE","A","2019",23.587111,
"MEX","EDUTRY","25_34","PC_AGE","A","2020",25.290871,
"MEX","EDUTRY","25_34","PC_AGE","A","2021",27.056374,
"MEX","EDUTRY","25_34","PC_AGE","A","2022",27.271296,
"TUR","EDUTRY","25_34","PC_AGE","A","1991",6.1471119,
"TUR","EDUTRY","25_34","PC_AGE","A","1992",5.5966425,
"TUR","EDUTRY","25_34","PC_AGE","A","1994",6.5780988,
"TUR","EDUTRY","25_34","PC_AGE","A","1995",7.5436859,
"TUR","EDUTRY","25_34","PC_AGE","A","1997",7.3224893,
"TUR","EDUTRY","25_34","PC_AGE","A","1998",7.8393312,
"TUR","EDUTRY","25_34","PC_AGE","A","1999",8.7134142,
"TUR","EDUTRY","25_34","PC_AGE","A","2000",8.8802376,
"TUR","EDUTRY","25_34","PC_AGE","A","2001",9.1435289,
"TUR","EDUTRY","25_34","PC_AGE","A","2002",10.491946,
"TUR","EDUTRY","25_34","PC_AGE","A","2003",11.389406,
"TUR","EDUTRY","25_34","PC_AGE","A","2004",11.481482,
"TUR","EDUTRY","25_34","PC_AGE","A","2005",12.508089,
"TUR","EDUTRY","25_34","PC_AGE","A","2006",13.459621,
"TUR","EDUTRY","25_34","PC_AGE","A","2007",14.199503,
"TUR","EDUTRY","25_34","PC_AGE","A","2008",15.463108,
"TUR","EDUTRY","25_34","PC_AGE","A","2009",16.639408,
"TUR","EDUTRY","25_34","PC_AGE","A","2010",17.447386,
"TUR","EDUTRY","25_34","PC_AGE","A","2011",18.87298,
"TUR","EDUTRY","25_34","PC_AGE","A","2012",20.998264,
"TUR","EDUTRY","25_34","PC_AGE","A","2013",22.456688,
"TUR","EDUTRY","25_34","PC_AGE","A","2014",24.793388,
"TUR","EDUTRY","25_34","PC_AGE","A","2015",27.517448,
"TUR","EDUTRY","25_34","PC_AGE","A","2016",30.456598,
"TUR","EDUTRY","25_34","PC_AGE","A","2017",31.588659,
"TUR","EDUTRY","25_34","PC_AGE","A","2018",33.280041,
"TUR","EDUTRY","25_34","PC_AGE","A","2019",35.325356,
"TUR","EDUTRY","25_34","PC_AGE","A","2021",39.825943,
"TUR","EDUTRY","25_34","PC_AGE","A","2022",41.249073,
"GBR","EDUTRY","25_34","PC_AGE","A","1997",24.681225,
"GBR","EDUTRY","25_34","PC_AGE","A","1998",25.98814,
"GBR","EDUTRY","25_34","PC_AGE","A","1999",27.681889,
"GBR","EDUTRY","25_34","PC_AGE","A","2000",28.901674,
"GBR","EDUTRY","25_34","PC_AGE","A","2001",30.066694,
"GBR","EDUTRY","25_34","PC_AGE","A","2002",31.410488,
"GBR","EDUTRY","25_34","PC_AGE","A","2003",33.321693,
"GBR","EDUTRY","25_34","PC_AGE","A","2004",34.897144,
"GBR","EDUTRY","25_34","PC_AGE","A","2005",35.345379,
"GBR","EDUTRY","25_34","PC_AGE","A","2006",41.8297,
"GBR","EDUTRY","25_34","PC_AGE","A","2007",43.08427,
"GBR","EDUTRY","25_34","PC_AGE","A","2008",43.337868,
"GBR","EDUTRY","25_34","PC_AGE","A","2009",45.283749,
"GBR","EDUTRY","25_34","PC_AGE","A","2010",46.046906,
"GBR","EDUTRY","25_34","PC_AGE","A","2011",46.910782,
"GBR","EDUTRY","25_34","PC_AGE","A","2012",47.860847,
"GBR","EDUTRY","25_34","PC_AGE","A","2013",48.31358,
"GBR","EDUTRY","25_34","PC_AGE","A","2014",49.185982,
"GBR","EDUTRY","25_34","PC_AGE","A","2015",49.943413,
"GBR","EDUTRY","25_34","PC_AGE","A","2016",51.775383,
"GBR","EDUTRY","25_34","PC_AGE","A","2017",51.624851,
"GBR","EDUTRY","25_34","PC_AGE","A","2018",50.752552,
"GBR","EDUTRY","25_34","PC_AGE","A","2019",51.809521,
"GBR","EDUTRY","25_34","PC_AGE","A","2020",55.833538,
"GBR","EDUTRY","25_34","PC_AGE","A","2021",57.473328,
"GBR","EDUTRY","25_34","PC_AGE","A","2022",57.699051,
"USA","EDUTRY","25_34","PC_AGE","A","1981",23.275386,
"USA","EDUTRY","25_34","PC_AGE","A","1982",23.832958,
"USA","EDUTRY","25_34","PC_AGE","A","1983",24.504095,
"USA","EDUTRY","25_34","PC_AGE","A","1984",24.415866,
"USA","EDUTRY","25_34","PC_AGE","A","1985",23.915321,
"USA","EDUTRY","25_34","PC_AGE","A","1986",24.088905,
"USA","EDUTRY","25_34","PC_AGE","A","1987",23.999156,
"USA","EDUTRY","25_34","PC_AGE","A","1988",23.780565,
"USA","EDUTRY","25_34","PC_AGE","A","1989",24.280219,
"USA","EDUTRY","25_34","PC_AGE","A","1990",23.987495,
"USA","EDUTRY","25_34","PC_AGE","A","1991",23.758841,
"USA","EDUTRY","25_34","PC_AGE","A","1992",30.160175,
"USA","EDUTRY","25_34","PC_AGE","A","1993",31.726536,
"USA","EDUTRY","25_34","PC_AGE","A","1994",31.958218,
"USA","EDUTRY","25_34","PC_AGE","A","1995",33.599472,
"USA","EDUTRY","25_34","PC_AGE","A","1996",35.157932,
"USA","EDUTRY","25_34","PC_AGE","A","1997",35.704861,
"USA","EDUTRY","25_34","PC_AGE","A","1998",36.195801,
"USA","EDUTRY","25_34","PC_AGE","A","1999",37.368931,
"USA","EDUTRY","25_34","PC_AGE","A","2000",38.083973,
"USA","EDUTRY","25_34","PC_AGE","A","2001",38.717625,
"USA","EDUTRY","25_34","PC_AGE","A","2002",39.336624,
"USA","EDUTRY","25_34","PC_AGE","A","2003",38.652836,
"USA","EDUTRY","25_34","PC_AGE","A","2004",39.042027,
"USA","EDUTRY","25_34","PC_AGE","A","2005",39.363441,
"USA","EDUTRY","25_34","PC_AGE","A","2006",39.239269,
"USA","EDUTRY","25_34","PC_AGE","A","2007",40.386425,
"USA","EDUTRY","25_34","PC_AGE","A","2008",41.564896,
"USA","EDUTRY","25_34","PC_AGE","A","2009",41.056328,
"USA","EDUTRY","25_34","PC_AGE","A","2010",42.310982,
"USA","EDUTRY","25_34","PC_AGE","A","2011",43.132984,
"USA","EDUTRY","25_34","PC_AGE","A","2012",44.042595,
"USA","EDUTRY","25_34","PC_AGE","A","2013",44.779469,
"USA","EDUTRY","25_34","PC_AGE","A","2014",45.663815,
"USA","EDUTRY","25_34","PC_AGE","A","2015",46.517712,
"USA","EDUTRY","25_34","PC_AGE","A","2016",47.521809,
"USA","EDUTRY","25_34","PC_AGE","A","2017",47.757,
"USA","EDUTRY","25_34","PC_AGE","A","2018",49.373737,
"USA","EDUTRY","25_34","PC_AGE","A","2019",50.380188,
"USA","EDUTRY","25_34","PC_AGE","A","2020",51.856071,
"USA","EDUTRY","25_34","PC_AGE","A","2021",51.1675,
"USA","EDUTRY","25_34","PC_AGE","A","2022",51.255699,
"ARG","EDUTRY","25_34","PC_AGE","A","2004",16.310043,
"ARG","EDUTRY","25_34","PC_AGE","A","2005",16.823986,
"ARG","EDUTRY","25_34","PC_AGE","A","2006",17.251774,
"ARG","EDUTRY","25_34","PC_AGE","A","2008",19.261948,
"ARG","EDUTRY","25_34","PC_AGE","A","2009",19.39183,
"ARG","EDUTRY","25_34","PC_AGE","A","2010",20.616898,
"ARG","EDUTRY","25_34","PC_AGE","A","2011",19.9783,
"ARG","EDUTRY","25_34","PC_AGE","A","2012",19.898472,
"ARG","EDUTRY","25_34","PC_AGE","A","2013",19.331865,
"ARG","EDUTRY","25_34","PC_AGE","A","2014",18.801071,
"ARG","EDUTRY","25_34","PC_AGE","A","2017",18.388876,
"ARG","EDUTRY","25_34","PC_AGE","A","2018",17.45554,
"ARG","EDUTRY","25_34","PC_AGE","A","2019",18.856657,
"ARG","EDUTRY","25_34","PC_AGE","A","2020",18.214817,
"ARG","EDUTRY","25_34","PC_AGE","A","2021",19.026117,
"BRA","EDUTRY","25_34","PC_AGE","A","2007",10.035432,
"BRA","EDUTRY","25_34","PC_AGE","A","2008",11.000713,
"BRA","EDUTRY","25_34","PC_AGE","A","2009",11.575587,
"BRA","EDUTRY","25_34","PC_AGE","A","2011",12.742485,
"BRA","EDUTRY","25_34","PC_AGE","A","2012",14.51143,
"BRA","EDUTRY","25_34","PC_AGE","A","2013",15.2918,
"BRA","EDUTRY","25_34","PC_AGE","A","2014",16.276585,
"BRA","EDUTRY","25_34","PC_AGE","A","2015",16.62822,
"BRA","EDUTRY","25_34","PC_AGE","A","2016",19.172213,
"BRA","EDUTRY","25_34","PC_AGE","A","2017",19.101683,
"BRA","EDUTRY","25_34","PC_AGE","A","2018",20.827681,
"BRA","EDUTRY","25_34","PC_AGE","A","2019",21.031229,
"BRA","EDUTRY","25_34","PC_AGE","A","2020",22.672012,
"BRA","EDUTRY","25_34","PC_AGE","A","2021",23.025974,
"BRA","EDUTRY","25_34","PC_AGE","A","2022",23.191143,
"CHN","EDUTRY","25_34","PC_AGE","A","2010",17.948812,
"IND","EDUTRY","25_34","PC_AGE","A","2011",13.899584,
"IND","EDUTRY","25_34","PC_AGE","A","2012",9.6421013,
"IND","EDUTRY","25_34","PC_AGE","A","2018",17.586313,
"IND","EDUTRY","25_34","PC_AGE","A","2019",19.491144,
"IND","EDUTRY","25_34","PC_AGE","A","2020",20.502251,
"IND","EDUTRY","25_34","PC_AGE","A","2022",20.460045,
"IDN","EDUTRY","25_34","PC_AGE","A","2004",10.607051,
"IDN","EDUTRY","25_34","PC_AGE","A","2005",6.0906754,
"IDN","EDUTRY","25_34","PC_AGE","A","2006",7.211904,
"IDN","EDUTRY","25_34","PC_AGE","A","2007",8.3086014,
"IDN","EDUTRY","25_34","PC_AGE","A","2008",7.8547144,
"IDN","EDUTRY","25_34","PC_AGE","A","2009",9.0847845,
"IDN","EDUTRY","25_34","PC_AGE","A","2010",9.6603518,
"IDN","EDUTRY","25_34","PC_AGE","A","2011",10.275131,
"IDN","EDUTRY","25_34","PC_AGE","A","2012",11.456944,
"IDN","EDUTRY","25_34","PC_AGE","A","2013",11.93277,
"IDN","EDUTRY","25_34","PC_AGE","A","2014",12.44546,
"IDN","EDUTRY","25_34","PC_AGE","A","2015",13.734094,
"IDN","EDUTRY","25_34","PC_AGE","A","2016",15.069039,
"IDN","EDUTRY","25_34","PC_AGE","A","2017",16.130028,
"IDN","EDUTRY","25_34","PC_AGE","A","2018",17.335848,
"IDN","EDUTRY","25_34","PC_AGE","A","2019",17.468817,
"IDN","EDUTRY","25_34","PC_AGE","A","2020",18.11237,
"IDN","EDUTRY","25_34","PC_AGE","A","2021",18.66452,
"IDN","EDUTRY","25_34","PC_AGE","A","2022",17.929499,
"RUS","EDUTRY","25_34","PC_AGE","A","2010",52.537052,
"RUS","EDUTRY","25_34","PC_AGE","A","2011",53.268311,
"RUS","EDUTRY","25_34","PC_AGE","A","2012",53.534069,
"RUS","EDUTRY","25_34","PC_AGE","A","2013",54.66906,
"RUS","EDUTRY","25_34","PC_AGE","A","2014",55.64846,
"RUS","EDUTRY","25_34","PC_AGE","A","2015",56.2855,
"RUS","EDUTRY","25_34","PC_AGE","A","2016",57.57906,
"RUS","EDUTRY","25_34","PC_AGE","A","2017",62.657864,
"RUS","EDUTRY","25_34","PC_AGE","A","2018",62.09024,
"SAU","EDUTRY","25_34","PC_AGE","A","2014",25.762745,
"ZAF","EDUTRY","25_34","PC_AGE","A","2010",6.4036593,
"ZAF","EDUTRY","25_34","PC_AGE","A","2011",6.5621829,
"ZAF","EDUTRY","25_34","PC_AGE","A","2012",8.682601,
"ZAF","EDUTRY","25_34","PC_AGE","A","2013",11.42107,
"ZAF","EDUTRY","25_34","PC_AGE","A","2014",11.799505,
"ZAF","EDUTRY","25_34","PC_AGE","A","2015",10.098678,
"ZAF","EDUTRY","25_34","PC_AGE","A","2016",12.457,
"ZAF","EDUTRY","25_34","PC_AGE","A","2017",14.820914,
"ZAF","EDUTRY","25_34","PC_AGE","A","2018",14.292954,
